Time,Depth,Along,Athwart,Sa
2019-03-03 06:55:42,6.6240000000000006,3.2362400359951704,0.6883741258741258,7.8850947743164745
2019-03-03 06:55:42,11.370000000000001,0.11355228196474283,-0.19667832167832167,17.034811249780727
2019-03-03 06:55:43,6.639,3.0659116130480566,0.590034965034965,8.598959517820637
2019-03-03 06:55:43,6.672,2.611702485189085,0.39335664335664333,13.50528393150751
2019-03-03 06:55:44,6.708,2.1574933573301136,0.2950174825174825,20.82111656713515
2019-03-03 06:55:45,6.75,1.5897319475063996,-0.09833916083916083,25.88539503212537
2019-03-03 06:55:46,6.804,1.1355228196474283,-0.49169580419580416,30.511864394790877
2019-03-03 06:55:47,6.8580000000000005,0.7380898327708284,-0.6883741258741258,31.402188388763214
2019-03-03 06:55:47,6.897,0.3974329868765999,-0.8850524475524475,26.76129249295862
2019-03-03 06:55:48,6.936,-0.2838807049118571,-1.0817307692307692,28.575700126376677
2019-03-03 06:55:49,6.987,-0.8516421147355712,-1.6717657342657342,19.60435436932336
2019-03-03 06:55:50,7.026,-1.0219705376826855,-1.770104895104895,18.180001505334474
2019-03-03 06:55:51,7.047,-1.3058512425945425,-2.36013986013986,11.51585166352385
2019-03-03 06:55:51,7.086,-1.930388793400628,-2.851835664335664,7.109126886247784
2019-03-03 06:55:58,11.793000000000001,-1.1355228196474283,-1.18006993006993,7.185366673072666
2019-03-03 06:55:59,11.139,-1.5329558065240283,-0.6883741258741258,8.660715255929802
2019-03-03 06:55:59,11.841000000000001,-1.0219705376826855,-1.6717657342657342,6.859061362441347
2019-03-03 06:56:01,9.189,2.3845979212595996,2.261800699300699,5.574496272949634
2019-03-03 06:56:03,9.18,2.1007172163477423,2.0651223776223775,6.802826270990591
2019-03-03 06:56:03,9.186,2.2710456392948566,1.6717657342657342,8.331875448138994
2019-03-03 06:56:04,9.165000000000001,1.9871649343829996,1.3767482517482517,11.022762501150288
2019-03-03 06:56:05,9.147,2.1007172163477423,1.2784090909090908,11.29461673745874
2019-03-03 06:56:06,9.168000000000001,1.9871649343829996,1.2784090909090908,10.994266333932268
2019-03-03 06:56:07,9.195,1.7600603704535138,1.2784090909090908,12.709805418522214
2019-03-03 06:56:07,9.162,1.7032842294711423,1.18006993006993,18.05143963513843
2019-03-03 06:56:08,6.45,2.327821780277228,-2.851835664335664,7.900007669409241
2019-03-03 06:56:08,9.096,1.5897319475063996,1.0817307692307692,17.39335264630514
2019-03-03 06:56:09,6.438,1.8736126524182566,-2.851835664335664,9.682233661116335
2019-03-03 06:56:09,9.087,1.3058512425945425,0.6883741258741258,20.979760469632502
2019-03-03 06:56:10,6.453,1.4761796655416568,-3.048513986013986,12.592158296832627
2019-03-03 06:56:10,9.135,1.1922989606297998,0.7867132867132867,21.72290900942705
2019-03-03 06:56:11,6.465,1.362627383576914,-3.1468531468531467,11.882477796610177
2019-03-03 06:56:11,9.165000000000001,1.1922989606297998,0.590034965034965,21.094511274153717
2019-03-03 06:56:11,6.4590000000000005,1.3058512425945425,-3.2451923076923075,12.72905564017782
2019-03-03 06:56:11,9.162,1.362627383576914,0.49169580419580416,22.07759130219314
2019-03-03 06:56:12,6.441,1.0219705376826855,-3.2451923076923075,14.1540797785588
2019-03-03 06:56:12,9.156,1.5329558065240283,0.49169580419580416,18.859304086691616
2019-03-03 06:56:13,6.414,0.5109852688413428,-3.2451923076923075,12.83859329041862
2019-03-03 06:56:13,9.135,1.362627383576914,0.590034965034965,17.342268604976994
2019-03-03 06:56:14,6.390000000000001,-0.17032842294711426,-3.638548951048951,10.44709194138345
2019-03-03 06:56:14,9.102,1.1355228196474283,0.39335664335664333,22.057505558033224
2019-03-03 06:56:15,9.093,0.45420912785897133,-0.09833916083916083,27.779011685239443
2019-03-03 06:56:15,9.102,0.2838807049118571,-0.09833916083916083,25.167311135383564
2019-03-03 06:56:16,9.114,0.3974329868765999,0.0,23.220620638813944
2019-03-03 06:56:17,9.120000000000001,0.6245375508060855,-0.2950174825174825,22.02389702015083
2019-03-03 06:56:18,9.123,0.7948659737531998,0.0,23.704262499814774
2019-03-03 06:56:19,9.129,0.8516421147355712,-0.49169580419580416,21.400167207178416
2019-03-03 06:56:19,9.129,0.6245375508060855,-0.590034965034965,25.553432198080344
2019-03-03 06:56:19,11.082,-1.1355228196474283,-0.49169580419580416,20.12351492518554
2019-03-03 06:56:20,9.120000000000001,0.11355228196474283,-0.6883741258741258,26.72232065095027
2019-03-03 06:56:21,9.108,0.11355228196474283,-0.8850524475524475,21.13807388966175
2019-03-03 06:56:22,9.093,0.0,-0.8850524475524475,25.88555184923499
2019-03-03 06:56:23,9.081,-0.11355228196474283,-1.0817307692307692,27.401521009948485
2019-03-03 06:56:23,11.172,1.1355228196474283,0.6883741258741258,19.30713989202676
2019-03-03 06:56:23,9.084,0.11355228196474283,-1.18006993006993,21.83054420851478
2019-03-03 06:56:23,11.214,1.5329558065240283,0.6883741258741258,20.282396471682745
2019-03-03 06:56:24,9.081,0.3406568458942285,-0.9833916083916083,17.65950578577859
2019-03-03 06:56:25,9.072000000000001,0.11355228196474283,-1.0817307692307692,22.28942842310749
2019-03-03 06:56:26,9.09,-0.11355228196474283,-1.2784090909090908,20.68720460562309
2019-03-03 06:56:27,9.123,-0.056776140982371416,-1.3767482517482517,27.233060586457892
2019-03-03 06:56:27,9.126,-0.22710456392948566,-1.5734265734265733,18.63798002508304
2019-03-03 06:56:28,9.09,-0.3406568458942285,-1.4750874125874125,17.867857790919416
2019-03-03 06:56:29,9.06,-0.3406568458942285,-1.770104895104895,14.408859955465484
